iter	RMSE
447	25.55838954
448	25.47641833
449	25.46271798
450	25.32624684
451	25.1926768
452	25.16026016
453	25.11393284
454	25.06761637
455	25.03261085
456	24.95265131
457	24.91946122
458	24.88549097
459	24.80283111
460	24.73131001
461	24.69935151
462	24.66333713
463	24.63241099
464	24.5799967
465	24.48507036
466	24.43429449
467	24.35578425
468	24.34159859
469	24.31542671
470	24.27260028
471	24.2493158
472	24.20736062
473	24.11491061
474	24.09145269
475	24.06713208
476	23.97650933
477	23.88821817
478	23.75522381
479	23.66920309
480	23.64653119
481	23.59804673
482	23.45727828
483	23.37370477
484	23.29207881
485	23.15604505
486	23.03361424
487	22.95577095
488	22.82529788
489	22.69717163
490	22.57134747
491	22.44778174
492	22.32643176
493	22.20725584
494	22.09021323
495	21.97526409
496	21.86236946
497	21.75149127
498	21.64259224
499	21.55899814
500	21.45346163
501	21.34981097
502	21.24801153
503	21.14802937
504	21.04983128
505	20.95338477
506	20.858658
507	20.76561979
508	20.6742396
509	20.58448753
510	20.49633425
511	20.40975106
512	20.32470979
513	20.24118285
514	20.15914319
515	20.07856429
516	19.99942014
517	19.92168522
518	19.84533453
519	19.77034351
520	19.6966881
521	19.62434465
522	19.55329001
523	19.4835014
524	19.41495652
525	19.34763344
526	19.28151064
527	19.21656702
528	19.15278183
529	19.09013472
530	19.0286057
531	18.96817513
532	18.90882374
533	18.85053259
534	18.79328308
535	18.73705695
536	18.68183625
537	18.62760335
538	18.58026733
539	18.52771682
540	18.44481346
541	18.40389091
542	18.3529471
543	18.30292089
544	18.25379599
545	18.20555638
546	18.17075196
547	18.12368867
548	18.07747686
549	18.03210135
550	17.99598689
551	17.95190496
552	17.87946346
553	17.81143484
554	17.77259318
555	17.72977646
556	17.68773819
557	17.6104058
558	17.56923483
559	17.53454368
560	17.49421378
561	17.46344249
562	17.42439579
563	17.38606426
564	17.3574453
565	17.25381422
566	17.18084143
567	17.14329973
568	17.04317432
569	16.9460111
570	16.85172686
571	16.82239307
572	16.78533005
573	16.69340471
574	16.60420669
575	16.56731007
576	16.53911857
577	16.45212415
578	16.41613621
579	16.38080417
580	16.3300128
581	16.30316922
582	16.21833414
583	16.18366779
584	16.14963307
585	16.11621846
586	16.03312724
587	16.00006227
588	15.96759873
589	15.9357257
590	15.89907452
591	15.86762933
592	15.80849934
593	15.77802649
594	15.74699279
595	15.72437317
596	15.67601685
597	15.64866592
598	15.60273832
599	15.58061995
600	15.54922602
601	15.52067087
602	15.50046605
603	15.4197459
604	15.39243232
605	15.36445029
606	15.33017804
607	15.30954242
608	15.28247382
609	15.23332513
610	15.20659456
611	15.15842713
612	15.11137059
613	15.09248624
614	14.98385303
615	14.90772351
616	14.87934325
617	14.86147059
618	14.83329116
619	14.81331637
620	14.79588208
621	14.77899808
622	14.7340284
623	14.70825043
624	14.68295123
625	14.60839698
626	14.58646703
627	14.5669334
628	14.54085375
629	14.52149541
630	14.50713584
631	14.45156636
632	14.42693383
633	14.38429754
634	14.31200699
635	14.29517039
636	14.24631319
637	14.22284254
638	14.12099182
639	14.09640247
640	14.05313123
641	14.03544497
642	14.02118922
643	13.99117497
644	13.97394337
645	13.95820982
646	13.94548411
647	13.92913862
648	13.88666527
649	13.87990929
650	13.8500578
651	13.82360526
652	13.72511038
653	13.69994745
654	13.66517033
655	13.64377594
656	13.54768298
657	13.53459917
658	13.52098042
659	13.42684312
660	13.33469696
661	13.24450403
662	13.2208983
663	13.18227462
664	13.15557873
665	13.14274349
666	13.10481207
667	13.06871566
668	13.05328976
669	13.03855592
670	12.95169555
671	12.92044364
672	12.83570474
673	12.78731118
674	12.77711807
675	12.76860046
676	12.68663162
677	12.65156751
678	12.62728797
679	12.61568302
680	12.59470515
681	12.57327708
682	12.55265704
683	12.47322387
684	12.39549561
685	12.36276196
686	12.3411434
687	12.33409955
688	12.30202222
689	12.28023309
690	12.2429945
691	12.22380495
692	12.18727921
693	12.15564916
694	12.14199591
695	12.06793981
696	12.04830857
697	12.01898759
698	11.94670451
699	11.92821956
700	11.90795724
701	11.83745887
702	11.82207901
703	11.80293935
704	11.78528807
705	11.71653415
706	11.70161608
707	11.68604365
708	11.66866629
709	11.60139258
710	11.56792282
711	11.50243055
712	11.46413203
713	11.44661995
714	11.4399521
715	11.42225773
716	11.4068558
717	11.39010578
718	11.36299189
719	11.34581099
720	11.32734832
721	11.3123198
722	11.28408176
723	11.25646472
724	11.23389367
725	11.21576206
726	11.19015583
727	11.17363214
728	11.16302179
729	11.14864365
730	11.12354913
731	11.11002076
732	11.08857822
733	11.06424165
734	11.04938535
735	11.03332361
736	11.01792126
737	10.95632403
738	10.94280053
739	10.92622
740	10.91279098
741	10.89542336
742	10.88539155
743	10.8487019
744	10.83601855
745	10.81097564
746	10.78984948
747	10.77996484
748	10.75656922
749	10.74216646
750	10.72658447
751	10.71447564
752	10.69045908
753	10.6769994
754	10.65360314
755	10.5950672
756	10.58531765
757	10.55967533
758	10.54819671
759	10.54219534
760	10.53661479
761	10.51467798
762	10.50362618
763	10.48874284
764	10.46921511
765	10.46104169
766	10.4514441
767	10.4390678
768	10.42983777
769	10.4156939
770	10.40772811
771	10.39417698
772	10.38063197
773	10.35620677
774	10.34563686
775	10.32194481
776	10.28267111
777	10.27414206
778	10.25308784
779	10.24317631
780	10.21109122
781	10.20274409
782	10.18058789
783	10.16817099
784	10.16054962
785	10.15116405
786	10.14324722
787	10.12822239
788	10.11092082
789	10.10560117
790	10.09429193
791	10.07338879
792	10.05127651
793	10.04380929
794	10.02676526
795	10.01758158
796	10.0059834
797	10.00095301
798	9.986245376
799	9.981114728
800	9.974228882
801	9.965621299
802	9.954827954
803	9.900701398
804	9.892194474
805	9.868473033
806	9.852724312
807	9.848574057
808	9.83783879
809	9.828457095
810	9.81644509
811	9.796378228
812	9.776725696
813	9.75434816
814	9.733384267
815	9.714430785
816	9.694859868
817	9.68003262
818	9.664134495
819	9.656600087
820	9.642421935
821	9.621540299
822	9.610684089
823	9.596458448
824	9.592210318
825	9.581403114
826	9.56153994
827	9.556013272
828	9.548782985
829	9.527077936
830	9.519534244
831	9.498271174
832	9.484271242
833	9.476344298
834	9.443412
835	9.435828617
836	9.393478849
837	9.380007454
838	9.369816946
839	9.349389307
840	9.325929085
841	9.27461296
842	9.270977839
843	9.257690991
844	9.237612608
845	9.224310302
846	9.203419351
847	9.185948941
848	9.177999287
849	9.171154266
850	9.166951513
851	9.150336111
852	9.130885558
853	9.122815861
854	9.119505905
855	9.110336143
856	9.09144344
857	9.079976547
858	9.07347997
859	9.064742564
860	9.048917446
861	9.035964027
862	9.028684754
863	8.989644524
864	8.96946444
865	8.949678348
866	8.942211518
867	8.934596203
868	8.915388062
869	8.906040884
870	8.893609348
871	8.886885166
872	8.869455731
873	8.863330948
874	8.850993904
875	8.844928977
876	8.827872645
877	8.81977478
878	8.811276272
879	8.805572042
880	8.787476483
881	8.768311754
882	8.751954877
883	8.747470968
884	8.735889934
885	8.721908508
886	8.702997772
887	8.684900001
888	8.666642817
889	8.661260423
890	8.643770981
891	8.635264106
892	8.628738841
893	8.611396069
894	8.598637999
895	8.581286588
896	8.57003058
897	8.56061588
898	8.534820408
899	8.523448578
900	8.514029785
901	8.509812523
902	8.503446091
903	8.495614881
904	8.476447379
905	8.451661203
906	8.444121822
907	8.432896184
908	8.427912422
909	8.410975218
910	8.391983991
911	8.375403218
912	8.369326523
913	8.354702681
914	8.347946472
915	8.312080213
916	8.294074993
917	8.290034806
918	8.279089348
919	8.270559036
920	8.263732967
921	8.25339851
922	8.249587738
923	8.244126138
924	8.238918257
925	8.221311139
926	8.210867638
927	8.193780079
928	8.184680809
929	8.17467771
930	8.167521366
931	8.158281988
932	8.142354323
933	8.119401889
934	8.104045791
935	8.100505466
936	8.086620119
937	8.07765312
938	8.060720039
939	8.043819928
940	8.034050416
941	8.01941701
942	8.014212886
943	8.004925495
944	7.988712612
945	7.974691219
946	7.966562497
947	7.958347426
948	7.951577288
949	7.937773814
950	7.920755661
951	7.904251597
952	7.899307378
953	7.894074368
954	7.887507507
955	7.881061902
956	7.867524164
957	7.83986426
958	7.834682375
959	7.8244852
960	7.819721743
961	7.810353199
962	7.804553888
963	7.791132188
964	7.758561235
965	7.750290893
966	7.74564063
967	7.737894878
968	7.722729473
969	7.714957735
970	7.699129055
971	7.691527013
972	7.660123503
973	7.62944499
974	7.614564923
975	7.608461914
976	7.59348651
977	7.583844188
978	7.568886003
979	7.554232441
980	7.545355287
981	7.515718582
982	7.506617994
983	7.477637434
984	7.451221162
985	7.44174524
986	7.416477472
987	7.409208128
988	7.403308356
989	7.398619403
990	7.392693202
991	7.378742344
992	7.369206429
993	7.354696917
994	7.348822413
995	7.335139797
996	7.321771189
997	7.310574452
998	7.293315912
999	7.28042773
76030786
999	0.9367611575
